pc1	pc2	protein	pc4	ko	extra
df	oid	12578	loc	K19985	EXOC6, SEC15; exocyst complex component 6
df	oid	12580	loc		
df	oid	12581	loc	K01673	cynT, can; carbonic anhydrase [EC:4.2.1.1]
df	oid	12583	loc		
df	oid	12584	loc	K13123	GPATCH1; G patch domain-containing protein 1
df	oid	12585	loc	K14830	MAK11, PAK1IP1; protein MAK11
df	oid	12586	loc		
df	oid	12587	loc	K16833	PPP1R2, IPP2; protein phosphatase inhibitor 2
df	oid	12588	loc	K19932	NCS1; neuronal calcium sensor
df	oid	12589	loc		
df	oid	12590	loc	K17969	FIS1, TTC11, MDV2; mitochondrial fission 1 protein
df	oid	12591	loc		
df	oid	12593	loc		
df	oid	12594	loc	K00700	GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
df	oid	12595	loc		
df	oid	12596	loc	K00995	PGS1, pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
df	oid	12597	loc	K03145	TFIIS; transcription elongation factor S-II
df	oid	12598	loc		
df	oid	12599	loc		
df	oid	12600	loc	K14832	MAK21, NOC1, CEBPZ; ribosome biogenesis protein MAK21
df	oid	12601	loc	K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2
df	oid	12602	loc		
df	oid	12603	loc		
df	oid	12604	loc		
df	oid	12605	loc	K15100	SLC25A1, CTP; solute carrier family 25 (mitochondrial citrate transporter), member 1
df	oid	12606	loc	K03145	TFIIS; transcription elongation factor S-II
df	oid	12608	loc		
df	oid	12610	loc	K02985	RP-S3e, RPS3; small subunit ribosomal protein S3e
df	oid	12614	loc	K24194	BOR; boron transporter
df	oid	12615	loc	K23564	EMC3, TMEM111; ER membrane protein complex subunit 3
df	oid	12616	loc	K17764	MMM1; maintenance of mitochondrial morphology protein 1
df	oid	12617	loc	K10436	MAPRE; microtubule-associated protein, RP/EB family
df	oid	12618	loc		
df	oid	12619	loc	K07560	dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
df	oid	12620	loc		
df	oid	12621	loc		
df	oid	12622	loc	K14334	CMLE; carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]
df	oid	12623	loc		
df	oid	12624	loc		
df	oid	12625	loc	K00295	MTD1; methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
df	oid	12626	loc		
df	oid	12628	loc		
df	oid	12629	loc		
df	oid	12630	loc	K24364	CSN12; COP9 signalosome complex subunit 12
df	oid	12631	loc	K10416	DYNC1LI, DNCLI; dynein cytoplasmic 1 light intermediate chain
df	oid	12633	loc		
df	oid	12634	loc		
df	oid	12635	loc	K01581	E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]
df	oid	12636	loc	K02921	RP-L37Ae, RPL37A; large subunit ribosomal protein L37Ae
df	oid	12637	loc	K22315	SHB17; sedoheptulose-bisphosphatase [EC:3.1.3.37]
df	oid	12639	loc	K01196	AGL; glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]
df	oid	12640	loc	K02433	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
df	oid	12641	loc		
df	oid	12642	loc	K01720	prpD; 2-methylcitrate dehydratase [EC:4.2.1.79]
df	oid	12643	loc		
df	oid	12644	loc		
df	oid	12645	loc		
df	oid	12646	loc		
df	oid	12647	loc		
df	oid	12648	loc		
df	oid	12649	loc	K11778	DHDDS, RER2, SRT1; ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]
df	oid	12651	loc	K18798	AFG1, LACE1; peroxisome-assembly ATPase [EC:3.6.4.7]
df	oid	12652	loc		
df	oid	12653	loc	K18162	NDUFAF5; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 [EC:2.1.1.-]
df	oid	12654	loc	K01288	KEX1; carboxypeptidase D [EC:3.4.16.6]
df	oid	12655	loc		
df	oid	12657	loc	K15445	TRMT10, TRM10, RG9MTD; tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221]
df	oid	12660	loc		
df	oid	12661	loc	K07375	TUBB; tubulin beta
df	oid	12662	loc	K08851	TP53RK, PRPK, BUD32; TP53 regulating kinase and related kinases [EC:2.7.11.1]
df	oid	12663	loc		
df	oid	12665	loc	K01166	RNASET2; ribonuclease T2 [EC:4.6.1.19]
df	oid	12667	loc		
df	oid	12668	loc		
df	oid	12669	loc		
df	oid	12670	loc		
df	oid	12671	loc	K14005	SEC31; protein transport protein SEC31
df	oid	12673	loc		
df	oid	12676	loc		
df	oid	12677	loc		
df	oid	12678	loc		
df	oid	12679	loc		
df	oid	12680	loc	K14802	DRS2, ATP8A; phospholipid-transporting ATPase [EC:7.6.2.1]
df	oid	12684	loc	K03178	UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]
df	oid	12685	loc		
df	oid	12686	loc		
df	oid	12688	loc	K03255	TIF31, CLU1; protein TIF31
df	oid	12689	loc		
df	oid	12690	loc		
df	oid	12691	loc		
df	oid	12692	loc		
df	oid	12693	loc	K03231	EEF1A; elongation factor 1-alpha
df	oid	12695	loc		
df	oid	12696	loc		
df	oid	12697	loc		
df	oid	12698	loc	K18738	HEK; heterogeneous nuclear rnp K-like protein
df	oid	12699	loc	K15262	BCP1, BCCIP; protein BCP1
df	oid	12700	loc	K02912	RP-L32e, RPL32; large subunit ribosomal protein L32e
df	oid	12702	loc	K10534	NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]
df	oid	12703	loc	K12620	LSM1; U6 snRNA-associated Sm-like protein LSm1
df	oid	12704	loc	K05863	SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31
df	oid	12705	loc		
df	oid	12706	loc		
df	oid	12707	loc		
df	oid	12708	loc	K01074	PPT; palmitoyl-protein thioesterase [EC:3.1.2.22]
df	oid	12709	loc	K08266	MLST8, GBL; target of rapamycin complex subunit LST8
df	oid	12710	loc		
df	oid	12711	loc	K15206	TFC7; transcription factor C subunit 7
df	oid	12712	loc		
df	oid	12713	loc	K04706	PIAS1; E3 SUMO-protein ligase PIAS1 [EC:2.3.2.-]
df	oid	12715	loc	K20011	PRDX3; peroxiredoxin 3 [EC:1.11.1.24 1.11.1.25]
df	oid	12716	loc	K25866	NUDC; nuclear migration protein NudC
df	oid	12717	loc	K02873	RP-L13e, RPL13; large subunit ribosomal protein L13e
df	oid	12718	loc	K03635	MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]
df	oid	12720	loc		
df	oid	12721	loc		
df	oid	12723	loc		
df	oid	12724	loc		
df	oid	12726	loc		
df	oid	12729	loc	K10576	UBE2H, UBC8; ubiquitin-conjugating enzyme E2 H [EC:2.3.2.23]
df	oid	12730	loc	K03671	TXN, trxA; thioredoxin
df	oid	12731	loc	K19562	BIO3-BIO1; bifunctional dethiobiotin synthetase / adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:6.3.3.3 2.6.1.62]
df	oid	12732	loc	K24814	HEATR5, LAA1; HEAT repeat-containing protein 5
df	oid	12733	loc		
df	oid	12734	loc		
df	oid	12735	loc	K08856	STK16; serine/threonine kinase 16 [EC:2.7.11.1]
df	oid	12736	loc	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
df	oid	12737	loc	K03671	TXN, trxA; thioredoxin
df	oid	12738	loc		
df	oid	12739	loc	K10877	RAD54B; DNA repair and recombination protein RAD54B [EC:5.6.2.-]
df	oid	12740	loc	K03448	FEN2, LIZ1; MFS transporter, ACS family, pantothenate transporter
df	oid	12741	loc		
df	oid	12742	loc	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
df	oid	12743	loc	K14209	SLC36A, PAT; solute carrier family 36 (proton-coupled amino acid transporter)
df	oid	12744	loc		
df	oid	12746	loc		
df	oid	12747	loc	K12150	HINT3; adenosine 5'-monophosphoramidase HINT3 [EC:3.9.1.-]
df	oid	12748	loc	K00551	PEMT; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
df	oid	12749	loc		
df	oid	12750	loc		
df	oid	12752	loc	K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
df	oid	12753	loc		
df	oid	12754	loc		
df	oid	12755	loc	K11270	CTF8; chromosome transmission fidelity protein 8
df	oid	12756	loc		
df	oid	12757	loc	K10735	GINS4, SLD5; GINS complex subunit 4
df	oid	12758	loc	K16261	YAT; yeast amino acid transporter
df	oid	12760	loc		
df	oid	12761	loc	K00029	maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
df	oid	12762	loc		
df	oid	12763	loc		
df	oid	12765	loc		
df	oid	12766	loc		
df	oid	12769	loc	K10732	GINS1, PSF1; GINS complex subunit 1
df	oid	12772	loc		
df	oid	12773	loc	K05925	METTL3; mRNA m6A methyltransferase catalytic subunit [EC:2.1.1.348]
df	oid	12774	loc		
df	oid	12775	loc		
df	oid	12776	loc		
df	oid	12777	loc		
df	oid	12778	loc	K00877	THI20; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]
df	oid	12779	loc	K14790	NOP9; nucleolar protein 9
df	oid	12780	loc		
df	oid	12781	loc		
df	oid	12782	loc		
df	oid	12783	loc		
df	oid	12784	loc		
df	oid	12786	loc		
df	oid	12787	loc		
df	oid	12789	loc	K17765	MDM12; mitochondrial distribution and morphology protein 12
df	oid	12791	loc	K09528	DNAJC8; DnaJ homolog subfamily C member 8
df	oid	12792	loc	K25162	GUP1_2; membrane-bound O-acyltransferase GUP1_2
df	oid	12793	loc	K24029	OGFOD1, TPA1; prolyl 3-hydroxylase /prolyl 3,4-dihydroxylase [EC:1.14.11.-]
df	oid	12795	loc		
df	oid	12797	loc		
df	oid	12798	loc	K24767	ASA1; ASTRA-associated protein 1
df	oid	12803	loc		
df	oid	12805	loc		
df	oid	12807	loc		
df	oid	12808	loc	K26404	CIAO3; cytosolic iron-sulfur assembly component 3
df	oid	12809	loc		
df	oid	12810	loc		
df	oid	12812	loc	K14327	UPF2, RENT2; regulator of nonsense transcripts 2
df	oid	12813	loc	K16342	PLA2G4, CPLA2; cytosolic phospholipase A2 [EC:3.1.1.4]
df	oid	12814	loc		
df	oid	12815	loc	K12666	RPN1, OST1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 1 (ribophorin I)
df	oid	12816	loc	K27881	CWH43; protein CWH43
df	oid	12817	loc	K14168	CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]
df	oid	12819	loc	K03355	APC8, CDC23; anaphase-promoting complex subunit 8
df	oid	12820	loc		
df	oid	12821	loc	K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]
df	oid	12822	loc	K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]
df	oid	12823	loc	K08489	STX16; syntaxin 16
df	oid	12824	loc		
df	oid	12825	loc	K14709	SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3
df	oid	12826	loc	K08762	DBI, ACBP; diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
df	oid	12827	loc		
df	oid	12835	loc		
df	oid	12836	loc		
df	oid	12838	loc		
df	oid	12841	loc		
df	oid	12842	loc	K01426	E3.5.1.4, amiE; amidase [EC:3.5.1.4]
df	oid	12843	loc	K05917	CYP51; sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]
df	oid	12844	loc	K17784	MICOS10, MINOS1, MIC10; MICOS complex subunit MIC10
df	oid	12845	loc		
df	oid	12846	loc	K01536	ENA; P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-]
df	oid	12847	loc		
df	oid	12849	loc		
df	oid	12850	loc	K03144	TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4
df	oid	12851	loc		
df	oid	12852	loc		
df	oid	12853	loc	K01293	E3.4.17.4; Gly-Xaa carboxypeptidase [EC:3.4.17.4]
df	oid	12854	loc	K01293	E3.4.17.4; Gly-Xaa carboxypeptidase [EC:3.4.17.4]
df	oid	12855	loc	K05857	PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]
df	oid	12857	loc		
df	oid	12858	loc		
df	oid	12860	loc	K00344	qor, CRYZ; NADPH:quinone reductase [EC:1.6.5.5]
df	oid	12861	loc		
df	oid	12863	loc		
df	oid	12867	loc	K01968	MCCC1, accA1; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
df	oid	12868	loc	K14304	NUP85; nuclear pore complex protein Nup85
df	oid	12870	loc		
df	oid	12871	loc		
df	oid	12873	loc	K18172	CMC2; COX assembly mitochondrial protein 2
df	oid	12874	loc		
df	oid	12875	loc		
df	oid	12876	loc		
df	oid	12877	loc		
df	oid	12878	loc		
df	oid	12880	loc		
df	oid	12881	loc	K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]
df	oid	12882	loc	K03241	EIF2B3; translation initiation factor eIF-2B subunit gamma
df	oid	12883	loc		
df	oid	12885	loc		
df	oid	12886	loc		
df	oid	12889	loc		
df	oid	12890	loc		
df	oid	12891	loc		
df	oid	12893	loc		
df	oid	12894	loc		
df	oid	12895	loc		
df	oid	12897	loc		
df	oid	12898	loc	K00605	gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]
df	oid	12899	loc		
df	oid	12900	loc		
df	oid	12902	loc	K03457	TC.NCS1; nucleobase:cation symporter-1, NCS1 family
df	oid	12904	loc		
df	oid	12905	loc		
df	oid	12906	loc		
df	oid	12907	loc		
df	oid	12908	loc		
df	oid	12909	loc	K03457	TC.NCS1; nucleobase:cation symporter-1, NCS1 family
df	oid	12910	loc	K05302	SETD6; N-lysine methyltransferase SETD6 [EC:2.1.1.-]
df	oid	12911	loc		
df	oid	12912	loc	K01251	AHCY, ahcY; adenosylhomocysteinase [EC:3.13.2.1]
df	oid	12913	loc	K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3
df	oid	12914	loc	K16576	ACTR10, ARP11; actin-related protein 10
df	oid	12915	loc		
df	oid	12916	loc		
df	oid	12917	loc		
df	oid	12918	loc		
df	oid	12919	loc		
df	oid	12920	loc		
df	oid	12921	loc		
df	oid	12922	loc	K12585	DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]
df	oid	12923	loc		
df	oid	12924	loc	K10771	APEX1; AP endonuclease 1 [EC:3.1.11.2]
df	oid	12925	loc	K23565	EMC4, TMEM85; ER membrane protein complex subunit 4
df	oid	12926	loc	K03320	amt, AMT, MEP; ammonium transporter, Amt family
df	oid	12927	loc	K22723	AUR1; inositol phosphorylceramide synthase catalytic subunit [EC:2.7.1.227]
df	oid	12928	loc		
df	oid	12929	loc	K06990	MEMO1; MEMO1 family protein
df	oid	12930	loc	K11366	USP22_27_51, UBP8; ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12]
df	oid	12931	loc		
df	oid	12932	loc		
df	oid	12933	loc		
df	oid	12934	loc		
df	oid	12935	loc	K10743	RNASEH2A; ribonuclease H2 subunit A [EC:3.1.26.4]
df	oid	12937	loc		
df	oid	12938	loc		
df	oid	12939	loc		
df	oid	12940	loc	K06963	TAN1, THUMPD1; tRNA acetyltransferase TAN1
df	oid	12941	loc	K03142	TFIIH2, GTF2H2, SSL1; transcription initiation factor TFIIH subunit 2
df	oid	12942	loc	K12184	VPS28; ESCRT-I complex subunit VPS28
df	oid	12943	loc		
df	oid	12944	loc	K00787	FDPS; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
df	oid	12945	loc		
df	oid	12947	loc		
df	oid	12949	loc		
df	oid	12950	loc		
df	oid	12952	loc		
df	oid	12953	loc		
df	oid	12954	loc	K16075	MRS2, MFM1; magnesium transporter
df	oid	12955	loc		
df	oid	12957	loc	K14795	RRP36; ribosomal RNA-processing protein 36
df	oid	12959	loc		
df	oid	12960	loc		
df	oid	12961	loc	K05286	PIGB; GPI mannosyltransferase 3 [EC:2.4.1.-]
df	oid	12962	loc	K19589	N6AMT1; release factor glutamine methyltransferase [EC:2.1.1.297]
df	oid	12963	loc		
df	oid	12964	loc		
df	oid	12965	loc	K01836	PGM3; phosphoacetylglucosamine mutase [EC:5.4.2.3]
df	oid	12966	loc	K00418	QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8
df	oid	12967	loc	K12820	DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:5.6.2.6]
df	oid	12968	loc	K08343	ATG3; ubiquitin-like-conjugating enzyme ATG3
df	oid	12969	loc		
df	oid	12970	loc		
df	oid	12971	loc		
df	oid	12972	loc		
df	oid	12973	loc		
df	oid	12974	loc	K25880	LADA; L-arabinitol 4-dehydrogenase [EC:1.1.1.12]
df	oid	12975	loc		
df	oid	12976	loc		
df	oid	12977	loc	K25880	LADA; L-arabinitol 4-dehydrogenase [EC:1.1.1.12]
df	oid	12978	loc		
df	oid	12979	loc		
df	oid	12980	loc	K08770	UBC; ubiquitin C
df	oid	12981	loc		
df	oid	12987	loc		
df	oid	12988	loc	K05293	PIGU; GPI-anchor transamidase subunit U
df	oid	12989	loc		
df	oid	12990	loc	K20168	TBC1D15; TBC1 domain family member 15
df	oid	12993	loc	K09660	MPDU1; mannose-P-dolichol utilization defect 1
df	oid	12994	loc		
df	oid	12995	loc	K16196	EIF2AK4; eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]
df	oid	12996	loc		
df	oid	12997	loc	K11971	RNF14, ARA54; E3 ubiquitin-protein ligase RNF14 [EC:2.3.2.31]
df	oid	12999	loc		
df	oid	13000	loc		
df	oid	13001	loc		
df	oid	13002	loc	K00873	PK, pyk; pyruvate kinase [EC:2.7.1.40]
df	oid	13004	loc		
df	oid	13005	loc		
df	oid	13006	loc		
df	oid	13007	loc	K02266	COX6A; cytochrome c oxidase subunit 6a
df	oid	13008	loc		
df	oid	13009	loc	K27692	VTC4; vacuolar transporter chaperone complex subunit 4 [EC:2.7.4.1]
df	oid	13014	loc		
df	oid	13015	loc	K03032	PSMD1, RPN2; 26S proteasome regulatory subunit N2
df	oid	13016	loc		
df	oid	13017	loc	K03934	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2]
df	oid	13018	loc	K02919	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36
df	oid	13021	loc		
df	oid	13022	loc	K22384	GET1, WRB; tail-anchored protein insertion receptor
df	oid	13023	loc	K03124	TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB
df	oid	13027	loc	K21989	TMEM63, CSC1; calcium permeable stress-gated cation channel
df	oid	13029	loc	K20180	VPS16; vacuolar protein sorting-associated protein 16
df	oid	13030	loc	K20352	TMED10, ERV25; p24 family protein delta-1
df	oid	13031	loc		
df	oid	13033	loc	K02332	POLG; DNA polymerase gamma 1 [EC:2.7.7.7]
df	oid	13034	loc	K15033	ICT1, MRPL58; peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29]
df	oid	13035	loc		
df	oid	13037	loc	K12627	LSM8; U6 snRNA-associated Sm-like protein LSm8
df	oid	13040	loc	K11979	UBR7; E3 ubiquitin-protein ligase UBR7 [EC:2.3.2.27]
df	oid	13041	loc	K01069	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
df	oid	13042	loc	K08150	SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
df	oid	13043	loc		
df	oid	13044	loc	K01101	E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]
df	oid	13045	loc	K10426	DCTN4; dynactin 4
df	oid	13046	loc	K11252	H2B; histone H2B
df	oid	13048	loc		
df	oid	13049	loc	K01539	ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
df	oid	13050	loc		
df	oid	13052	loc	K12603	CNOT6, CCR4; CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
df	oid	13053	loc	K18192	ATP10; mitochondrial ATPase complex subunit ATP10
df	oid	13055	loc		
df	oid	13058	loc		
df	oid	13060	loc	K00559	SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]
df	oid	13061	loc		
df	oid	13062	loc	K11252	H2B; histone H2B
df	oid	13063	loc	K11251	H2A; histone H2A
df	oid	13064	loc	K11251	H2A; histone H2A
df	oid	13065	loc		
df	oid	13066	loc	K12193	VPS24, CHMP3; charged multivesicular body protein 3
df	oid	13067	loc	K09140	TSR3; rRNA small subunit aminocarboxypropyltransferase [EC:2.5.1.157]
df	oid	13068	loc		
df	oid	13069	loc		
df	oid	13070	loc	K04563	CDC28, CDC2; cyclin-dependent kinase [EC:2.7.11.22]
df	oid	13072	loc	K23543	CCDC115; coiled-coil domain-containing protein 115
df	oid	13073	loc		
df	oid	13074	loc		
df	oid	13075	loc		
df	oid	13076	loc		
df	oid	13078	loc		
df	oid	13079	loc		
df	oid	13080	loc		
df	oid	13081	loc		
df	oid	13082	loc	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
df	oid	13083	loc		
df	oid	13084	loc		
df	oid	13085	loc		
df	oid	13086	loc		
df	oid	13087	loc	K18693	DPP1, DPPL, PLPP4_5; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]
df	oid	13088	loc		
df	oid	13089	loc		
df	oid	13090	loc	K01027	OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]
df	oid	13094	loc		
df	oid	13095	loc		
df	oid	13096	loc		
df	oid	13097	loc		
df	oid	13098	loc	K06062	PCAF, KAT2, GCN5; histone acetyltransferase [EC:2.3.1.48]
df	oid	13099	loc		
df	oid	13100	loc		
df	oid	13101	loc		
df	oid	13103	loc		
df	oid	13104	loc		
df	oid	13105	loc	K15272	SLC35A1_2_3; solute carrier family 35 (UDP-sugar transporter), member A1/2/3
df	oid	13106	loc	K01738	cysK; cysteine synthase [EC:2.5.1.47]
df	oid	13107	loc	K24104	GPN; GPN-loop GTPase
df	oid	13109	loc		
df	oid	13111	loc		
df	oid	13112	loc		
df	oid	13113	loc	K17086	TM9SF2_4; transmembrane 9 superfamily member 2/4
df	oid	13119	loc		
df	oid	13120	loc		
df	oid	13121	loc		
df	oid	13122	loc		
df	oid	13124	loc		
df	oid	13126	loc	K21141	ATG27; autophagy-related protein 27
df	oid	13127	loc		
df	oid	13128	loc	K08157	TPO1, FLU1; MFS transporter, DHA1 family, spermine/spermidine transporter
df	oid	13129	loc	K02735	PSMB3; 20S proteasome subunit beta 3 [EC:3.4.25.1]
df	oid	13130	loc		
df	oid	13131	loc		
df	oid	13132	loc	K12842	SR140; U2-associated protein SR140
df	oid	13133	loc		
df	oid	13135	loc		
df	oid	13137	loc	K01866	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]
df	oid	13138	loc		
df	oid	13139	loc	K20062	ART4_5_7; arrestin-related trafficking adapter 4/5/7
df	oid	13140	loc	K01874	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]
df	oid	13141	loc		
df	oid	13142	loc	K02998	RP-SAe, RPSA; small subunit ribosomal protein SAe
df	oid	13143	loc	K01724	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
df	oid	13145	loc		
df	oid	13152	loc		
df	oid	13153	loc		
df	oid	13155	loc		
df	oid	13156	loc		
df	oid	13157	loc		
df	oid	13161	loc	K00428	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
df	oid	13162	loc		
df	oid	13163	loc		
df	oid	13165	loc	K02901	RP-L27e, RPL27; large subunit ribosomal protein L27e
df	oid	13167	loc	K15628	PXA; ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein [EC:7.6.2.4]
df	oid	13168	loc	K22248	TP; alpha,alpha-trehalose phosphorylase (configuration-retaining) [EC:2.4.1.231]
df	oid	13169	loc		
df	oid	13170	loc	K09313	CUTL; homeobox protein cut-like
df	oid	13171	loc		
df	oid	13172	loc		
df	oid	13173	loc		
df	oid	13174	loc		
df	oid	13175	loc		
df	oid	13176	loc	K12880	THOC3; THO complex subunit 3
df	oid	13178	loc		
df	oid	13180	loc		
df	oid	13182	loc		
df	oid	13183	loc		
df	oid	13185	loc	K09966	K09966; uncharacterized protein
df	oid	13186	loc		
df	oid	13187	loc		
df	oid	13189	loc		
df	oid	13190	loc	K13800	CMPK1, UMPK; UMP-CMP kinase [EC:2.7.4.14]
df	oid	13191	loc	K12191	CHMP2A; charged multivesicular body protein 2A
df	oid	13196	loc		
df	oid	13197	loc		
df	oid	13198	loc	K03066	PSMC5, RPT6; 26S proteasome regulatory subunit T6
df	oid	13199	loc	K11559	mis12, MTW1; kinetochore protein Mis12/MTW1
df	oid	13200	loc	K25304	RPC9, CRCP; DNA-directed RNA polymerase III subunit RPC9
df	oid	13201	loc	K05755	ARPC4; actin related protein 2/3 complex, subunit 4
df	oid	13202	loc	K02996	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9
df	oid	13203	loc		
df	oid	13204	loc		
df	oid	13205	loc	K20872	NEK2; serine/threonine-protein kinase Nek2 [EC:2.7.11.1]
df	oid	13206	loc	K00326	CYB5R; cytochrome-b5 reductase [EC:1.6.2.2]
df	oid	13207	loc	K20300	TRAPPC1, BET5; trafficking protein particle complex subunit 1
df	oid	13208	loc	K20815	NAT2; N-terminal acetyltransferase 2
df	oid	13209	loc		
df	oid	13210	loc	K27290	MRP10; small subunit ribosomal protein MRP10
df	oid	13211	loc	K14842	NSA2; ribosome biogenesis protein NSA2
df	oid	13214	loc	K03943	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2]
df	oid	13217	loc		
df	oid	13218	loc	K02309	DBF4; regulatory subunit for Cdc7p protein kinase
df	oid	13219	loc	K06679	MAD1; mitotic spindle assembly checkpoint protein MAD1
df	oid	13220	loc		
df	oid	13221	loc		
df	oid	13223	loc	K02957	RP-S15Ae, RPS15A; small subunit ribosomal protein S15Ae
df	oid	13224	loc	K02962	RP-S17e, RPS17; small subunit ribosomal protein S17e
